Scientific_Name,English_Name,Tarsus_Length,Bill_Total_Length,Wing_Chord,Bill_Width,Bill_Depth,Wing_pointedness,Tail_Length,Gape_width
Sakesphorus cristatus,Silvery-cheeked Antshrike,23.4,17.38,66.87,6.73,5.62,7.5,58.29,NA
Sakesphorus luctuosus,Glossy Antshrike,24.73,24.07,78.96,6.17,6.9,8.88,65.12,13.2
Sapayoa aenigma,Sapayoa,14.02,16.9,80.66,7.7,5.03,19.02,60.46,11.87
Satrapa icterophrys,Yellow-browed Tyrant,18.36,17.16,86.74,4.25,4.44,22.44,66.71,8.55
Sayornis nigricans,Black Phoebe,17.6,17.79,88.59,5.2,4.19,22.01,77.56,9.32
Sayornis phoebe,Eastern Phoebe,17.64,17.46,85.2,5.47,3.9,20.65,70.1,NA
Sayornis saya,Say's Phoebe,20.15,19.62,104.5,5.22,4.15,25.62,78.75,NA
Scelorchilus albicollis,White-throated Tapaculo,35.38,20.82,75,4.9,5.83,5.08,78.5,NA
Scelorchilus rubecula,Chucao Tapaculo,36.13,17.98,71.05,3.75,5.06,5.68,64.19,NA
Schiffornis aenea,Thrush-like Schiffornis,22.69,16.84,91.5,5.03,5.74,17.42,68.75,10.85
Schiffornis major,Varzea Schiffornis,19.02,15.88,79.75,4.83,5.43,11.7,56.25,10.53
Schiffornis stenorhyncha,Thrush-like Schiffornis,21.58,NA,88.83,5.18,5.87,NA,75,NA
Schiffornis turdina,Thrush-like Schiffornis,22.12,16.92,93.02,4.8,6.06,15,68.77,NA
Schiffornis veraepacis,Thrush-like Schiffornis,21.17,21.1,87.32,5.3,6.07,18.34,69.14,12.48
Schiffornis virescens,Greenish Schiffornis,22.06,14.34,79.8,3.88,4.55,15.67,62.4,9.82
Schoeniophylax phryganophilus,Chotoy Spinetail,21.56,14.08,62.09,3.11,3.9,15.07,114,7.5
Myrmeciza castanea,Northern Chestnut-tailed Antbird,24.11,15.9,56.66,3.82,3.87,6.55,40.71,NA
Myrmeciza hemimelaena,Southern Chestnut-tailed Antbird,23.39,16.55,54.52,3.85,3.77,11.94,37.33,NA
Sclateria naevia,Silvered Antbird,25.36,24.48,68.45,4.22,4.38,10.52,51.66,NA
Sclerurus albigularis,Grey-throated Leaftosser,21.39,24.1,86.57,4.08,4.77,17.52,58,NA
Sclerurus caudacutus,Black-tailed Leaftosser,22.63,23.66,90.34,4.2,4.9,17.39,62.83,NA
Sclerurus guatemalensis,Scaly-throated Leaftosser,21.71,21.9,87.82,4.06,4.61,17.24,61.5,NA
Sclerurus mexicanus,Tawny-throated Leaftosser,22,24.62,79.36,3.6,4.22,13.36,58.2,NA
Sclerurus rufigularis,Short-billed Leaftosser,21.09,19.85,78.58,3.38,3.96,14.55,61,NA
Sclerurus scansor,Rufous-breasted Leaftosser,20.81,24.09,85.97,4.32,4.82,16.36,63.76,NA
Scytalopus acutirostris,Tschudi's Tapaculo,20.25,12.28,51.93,3.18,3.34,10.99,36.93,NA
Scytalopus affinis,Ancash Tapaculo,19.04,13.7,50.23,2.99,2.97,10.13,39.42,5.2
Scytalopus altirostris,Neblina Tapaculo,21.85,13.55,53.5,3.65,3.6,12.15,38,6.42
Scytalopus alvarezlopezi,Tatama tapaculo,22.1,14.95,57.1,3.55,4.2,4.75,42.9,9.45
Scytalopus argentifrons,Silvery-fronted Tapaculo,19.57,12.47,51.46,3,3.42,6.75,40.48,NA
Scytalopus atratus,Northern White-crowned Tapaculo,23.14,15.62,56,3.28,3.89,7.63,43.28,8.07
Scytalopus bolivianus,Bolivian White-crowned Tapaculo,21.4,13.45,51.42,3.29,3.94,12.22,35.39,7.05
Scytalopus canus,Paramillo Tapaculo,21.2,12.2,49,2.6,3.8,7.6,38,NA
Scytalopus caracae,Caracas Tapaculo,21.09,13.88,55.62,3.11,3.52,11.19,41.25,NA
Scytalopus chocoensis,Choco Tapaculo,20.42,14.3,49.95,3.32,4.11,13.47,40.85,NA
Scytalopus diamantinensis,Diamantina Tapaculo,20.37,11.67,49.8,2.87,3.07,10.35,37.47,5.2
Scytalopus femoralis,Rufous-vented Tapaculo,26.11,15.47,61.36,3.51,3.9,8.79,52.09,8.5
Scytalopus fuscus,Dusky Tapaculo,18.95,12.43,51.5,2.65,3.3,7.72,39.25,NA
Scytalopus griseicollis,Matorral Tapaculo,22.94,13.24,56.19,3.35,4,11.57,45.12,7.95
Scytalopus iraiensis,Marsh Tapaculo,18.95,10.9,48.5,2.9,2.85,6.2,40,8.75
Scytalopus latebricola,Brown-rumped Tapaculo,23.43,14.82,58.23,3.36,4.06,8.7,40.74,8.1
Scytalopus latrans,Blackish Tapaculo,21.38,14.07,56.1,2.73,3.7,10.08,39.97,7.38
Scytalopus macropus,Large-footed Tapaculo,29.86,17.68,71.3,3.87,4.44,7.16,51.97,10.03
Scytalopus magellanicus,Magellanic Tapaculo,16.88,12.58,44.34,2.85,2.68,8.91,31.97,NA
Scytalopus meridanus,Merida Tapaculo,21.28,12.5,52.54,2.86,3.32,6.95,36.33,6.7
Scytalopus micropterus,Long-tailed Tapaculo,23.73,16.6,61.11,3.87,4.22,6.73,51.15,8.53
Scytalopus novacapitalis,Brasilia Tapaculo,17.68,11.03,51.55,3.27,3.75,10.6,48.3,6.33
Scytalopus opaca,Paramo Tapaculo,21.58,12.56,53.22,2.74,3.12,13.44,36.6,7.34
Scytalopus pachecoi,Planalto Tapaculo,18.25,11.72,46.38,2.75,3.25,7.03,39.75,NA
Scytalopus panamensis,Tacarcuna Tapaculo,20.54,14.07,54.76,3.26,3.98,8.4,44.4,7.4
Scytalopus parkeri,Chusquea Tapaculo,23.29,15.29,60.22,3.13,4.29,6.98,44.9,8.1
Scytalopus parvirostris,Trilling Tapaculo,23.94,14.34,58.45,3.04,3.43,12.44,44.06,NA
Scytalopus robbinsi,El Oro Tapaculo,21.1,10.4,52,3.4,3.4,35.6,33,NA
Scytalopus rodriguezi,Upper Magdalena Tapaculo,21.26,14.26,54.8,3.36,3.88,9.18,43.34,8.45
Scytalopus sanctaemartae,Santa Marta Tapaculo,20.15,14.05,47,3.4,3.6,8.75,35.5,8.1
Scytalopus schulenbergi,Diademed Tapaculo,22.58,12.82,53.92,2.91,3.27,7.63,31.34,NA
Scytalopus simonsi,Puna Tapaculo,20.58,13.73,52.64,3.08,3.22,8.32,37.21,8.1
Scytalopus speluncae,Mouse-colored Tapaculo,19.12,10.88,50.2,2.85,3.08,10.47,43.04,6.64
Scytalopus spillmanni,Spillmann's Tapaculo,23.18,14.33,58.62,3.34,4.02,6.26,45.69,NA
Scytalopus stilesi,Stiles's Tapaculo,22.84,14.9,58.4,3.56,3.98,8.08,45.88,8.25
Scytalopus superciliaris,White-browed Tapaculo,19.61,12.93,51.63,2.88,3.57,12.44,36.86,NA
Scytalopus unicolor,Unicolored Tapaculo,21.27,12.45,52.54,2.87,3.24,8.14,43.55,NA
Scytalopus urubambae,Vilcabamba Tapaculo,19.3,12.9,52,2.5,3.1,5.2,34,6.1
Scytalopus vicinior,Narino Tapaculo,22.38,13.55,56,3.5,4.03,13.2,41.75,8.67
Scytalopus zimmeri,Zimmer's Tapaculo,19.9,11.5,51.4,2.55,3.5,9.85,32.9,7.9
Serilophus lunatus,Silver-breasted Broadbill,18.05,15,83.15,9.65,6.6,21,58,NA
Serpophaga cinerea,Torrent Tyrannulet,16.57,12.12,56.75,3,2.38,14.12,48.25,NA
Serpophaga griseicapilla,NA,14.92,11.41,49,3.02,2.56,17.51,46,5.46
Serpophaga hypoleuca,River Tyrannulet,17.08,11.32,47.1,3.1,2.6,16.14,45.1,5.7
Serpophaga munda,White-bellied Tyrannulet,16.85,10.53,48,3.23,3,15.57,50.25,NA
Serpophaga nigricans,Sooty Tyrannulet,17.8,13.12,57.5,3.08,3.25,13.78,51,NA
Serpophaga subcristata,White-crested Tyrannulet,16.11,10.39,48.17,3.02,2.81,13.5,45.84,NA
Myrmeciza berlepschi,Stub-tailed Antbird,25.9,NA,63.61,5.04,5.44,8.15,42.43,NA
Myrmeciza laemosticta,Dull-mantled Antbird,26.15,18.4,61.52,4.33,4.5,8.81,44.26,NA
Myrmeciza nigricauda,Esmeraldas Antbird,28.16,19.15,64.01,4.94,5.04,7.8,52.3,9.8
Myrmeciza palliata,Magdalena Antbird,26.71,20.42,66.75,4.56,4.71,10.35,45.68,9.9
Siptornis striaticollis,Spectacled Prickletail,16.55,11.7,62.48,2.6,3.03,22.68,49.51,6.58
Sirystes albocinereus,Eastern Sirystes,19.97,25.53,100.67,8.4,7.1,17.8,82.33,12.87
Sirystes albogriseus,Western Sirystes,18.35,19.95,99.5,7.7,5.35,19.85,85.5,NA
Sirystes sibilator,Eastern Sirystes,18.81,22.24,93.86,8.15,6.87,19.8,81.21,12.91
Sirystes subcanescens,,20.44,24,99,8.68,6.17,23.02,84,12.3
Sittasomus griseicapillus,Olivaceous Woodcreeper,17.18,16.18,77,3.97,3.73,22.08,78.35,7.67
Smithornis capensis,African Broadbill,15.85,15.22,68.81,9.84,5.93,16.91,49.86,15.5
Smithornis rufolateralis,Rufous-sided Broadbill,15.38,14.24,60.36,9.82,5.78,14.29,38.16,NA
Smithornis sharpei,Grey-headed Broadbill,17.08,17.5,79.89,11.43,7.15,15.26,50.22,17.1
Snowornis cryptolophus,Olivaceous Piha,23.62,24.7,127,7.22,7.8,21.05,98.25,15.97
Snowornis subalaris,Grey-tailed Piha,20,24.85,129.38,6.6,8.25,23.18,101.06,15.91
Spartonoica maluroides,Bay-capped Wren-Spinetail,15.95,13.56,49.56,2.42,2.97,17.95,68.82,5.42
Stigmatura budytoides,Greater Wagtail-Tyrant,19.18,11.97,58.45,3.4,3.45,15.76,73.47,NA
Stigmatura napensis,Lesser Wagtail-Tyrant,19.04,11.39,52.13,3.88,3.22,11.15,58.66,6.24
Stymphalornis acutirostris,Marsh Antwren,20.38,15.42,50.47,3.18,3.1,6.12,61.34,6.1
Sublegatus arenarum,Northern Scrub Flycatcher,18.55,12.12,69.75,4.83,3.55,18.98,69.5,8.1
Sublegatus modestus,Southern Scrub Flycatcher,15.54,9.53,65.24,4.08,3.38,18.59,57.66,NA
Sublegatus obscurior,Amazonian Scrub Flycatcher,17.5,11.72,65.75,4.53,3,16.75,62,NA
Suiriri islerorum,Chapada Flycatcher,20.18,14.35,81.12,5.4,4.22,21.45,70.75,10.07
Suiriri suiriri,Suiriri Flycatcher,18.49,14.22,74.22,4.38,4.6,19.2,65.4,7.42
Sylviorthorhynchus desmursii,Des Murs's Wiretail,22.35,17.8,51.21,2.54,2.59,13.47,154.5,4.85
Leptasthenura yanacensis,Tawny Tit-Spinetail,19.57,12.97,61.83,2.24,2.66,16.91,93.5,NA
Synallaxis albescens,Pale-breasted Spinetail,18.94,13.52,55.88,3.04,3.73,13.73,75.94,NA
Synallaxis albigularis,Dark-breasted Spinetail,19.54,13.46,56.04,2.89,3.71,14.29,71.6,7.33
Synallaxis albilora,White-lored Spinetail,22.24,14.45,62.07,3.19,3.93,12.1,75.5,5.55
Synallaxis azarae,Azara's Spinetail,20.97,16.01,54.77,3.11,3.69,14.63,89.8,6.8
Synallaxis brachyura,Slaty Spinetail,21.36,16.74,57.84,3.46,4.05,12.62,80.59,8.15
Synallaxis cabanisi,Cabanis's Spinetail,23.13,16.37,61.57,3.22,4.28,9.87,68.67,NA
Synallaxis candei,White-whiskered Spinetail,21.27,13.97,58.47,3.33,4,11.5,68.17,7.85
Synallaxis castanea,Black-throated Spinetail,21.72,15.25,57.57,3.01,3.78,11.74,102.06,6.95
Synallaxis cherriei,Chestnut-throated Spinetail,19.19,13.65,56.56,3.22,4.15,11,56.89,7.1
Synallaxis cinerascens,Grey-bellied Spinetail,19.47,12.43,54.12,2.71,3.24,12.78,65.93,NA
Synallaxis whitneyi,Bahia Spinetail,20.85,12.43,54.9,3.21,4.14,9.03,71.17,7.53
Synallaxis cinnamomea,Stripe-breasted Spinetail,20.16,14.43,54.76,3.77,4.13,11.91,66.03,NA
Synallaxis courseni,Apurimac Spinetail,22.27,13.95,58.11,3.02,3.72,10.77,109.92,7.6
Synallaxis erythrothorax,Rufous-breasted Spinetail,20.03,18.62,55.92,3.21,4.06,10.5,64.49,6.6
Synallaxis frontalis,Sooty-fronted Spinetail,18.91,13.62,56.97,2.89,3.84,12.04,75.21,NA
Synallaxis fuscorufa,Rusty-headed Spinetail,20.77,15.1,55.5,3.44,3.37,19.25,88.04,7.7
Synallaxis gujanensis,Plain-crowned Spinetail,21.74,15.45,60.36,3.36,4.05,10.91,71.83,NA
Gyalophylax hellmayri,Red-shouldered Spinetail,21.75,15.26,69.68,3.33,4.79,11.85,72.05,NA
Siptornopsis hypochondriaca,Great Spinetail,21.3,18.98,64.81,3.35,4.48,13.24,95.12,9.1
Synallaxis hypospodia,Cinereous-breasted Spinetail,18.91,14.12,54.79,3.39,4.19,10.05,73.43,NA
Synallaxis infuscata,Pinto's Spinetail,21.25,14.97,58.45,3.56,4.23,8.68,71.06,7.24
Synallaxis kollari,Hoary-throated Spinetail,20.55,14.2,56.2,2.83,3.55,9.78,71,6.9
Synallaxis macconnelli,McConnell's Spinetail,21.96,14.88,58.79,3.37,4.09,9.88,70.05,7.33
Synallaxis maranonica,Maranon Spinetail,21.94,15.82,61.57,3.03,3.97,10.03,69.38,NA
Synallaxis moesta,Dusky Spinetail,22.67,14.6,61.75,3.58,4.42,10.2,70.74,8.1
Synallaxis ruficapilla,Rufous-capped Spinetail,20.6,15.34,55.35,2.8,3.6,11.54,74.14,NA
Synallaxis rutilans,Ruddy Spinetail,19.44,14.97,59.33,3.31,4.24,12.23,70.5,NA
Synallaxis scutata,Ochre-cheeked Spinetail,18.3,13.47,55.25,2.83,3.82,10.94,59.93,NA
Synallaxis spixi,Spix's Spinetail,19.12,14.1,51.36,2.87,3.53,12.1,92.6,NA
Synallaxis stictothorax,Necklaced Spinetail,17.65,11.72,50.4,2.49,3.08,13.49,54.25,5.83
Synallaxis subpudica,Silvery-throated Spinetail,22.73,14.48,62.26,2.9,3.72,13,108.14,7.12
Synallaxis tithys,Blackish-headed Spinetail,19.32,14.6,56.7,3.06,4.18,11.86,NA,8.8
Synallaxis unirufa,Rufous Spinetail,22.07,15.6,57.1,3.34,3.9,10.73,88.92,7.7
Synallaxis zimmeri,Russet-bellied Spinetail,20.73,13.5,55.62,2.5,3.27,12.1,92,NA
Syndactyla dimidiata,Planalto Foliage-gleaner,22.28,20.4,83.64,4.03,5.6,17.34,75.5,NA
Syndactyla guttulata,Guttulate Foliage-gleaner,23.28,21.45,87.85,4.2,6.66,17.14,77.61,10.7
Automolus roraimae,Tepui Foliage-gleaner,21.36,19.4,79.68,4.02,5.32,15.62,79.15,NA
Syndactyla ruficollis,Rufous-necked Foliage-gleaner,22.89,21.68,83.5,4.17,5.77,14.41,81,9.4
Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,22.61,19.8,76.83,3.86,5.82,14.29,72.78,NA
Simoxenops striatus,Bolivian Recurvebill,23.84,19.5,93.74,4.34,6.98,16.78,84,9.1
Syndactyla subalaris,Lineated Foliage-gleaner,21.9,22.59,87.65,4.44,6.26,17.55,84.28,10.06
Simoxenops ucayalae,Peruvian Recurvebill,26.81,24.38,98.15,5.03,8.26,14.97,83.83,NA
Tachuris rubrigastra,Many-colored Rush Tyrant,18.42,15.96,50.5,2.44,2.32,18.08,41,NA
Taeniotriccus andrei,Black-chested Tyrant,14.3,12.55,57.5,5.05,4.2,10.85,44,NA
Taraba major,Great Antshrike,32.87,26.06,89.48,6.89,10.01,5.34,84.63,NA
Tarphonomus certhioides,Chaco Earthcreeper,21.04,26.44,71.6,3.46,4.61,14.27,78.2,NA
Tarphonomus harterti,Bolivian Earthcreeper,20.75,29,65.9,3.3,4.4,10.95,75,NA
Teledromas fuscus,Sandy Gallito,30.03,14.97,77.04,3.72,4.91,10.19,70.89,11.3
Terenotriccus erythrurus,Ruddy-tailed Flycatcher,14.66,9.03,46.92,3.37,2.46,16.21,37.89,NA
Terenura maculata,Streak-capped Antwren,15.84,13.87,43.08,2.53,2.81,8,40.84,NA
Terenura sicki,Orange-bellied Antwren,14.3,12.98,43.84,3.02,2.73,9.29,38.49,6.42
Thamnistes anabatinus,Russet Antshrike,19.99,24.2,68.64,6.08,6.32,14.62,55.52,NA
Thamnistes anabatinus,Russet Antshrike,19.44,NA,74.16,5.75,5.73,14.95,71.79,NA
Thamnomanes ardesiacus,Dusky-throated Antshrike,18.58,18.32,70.23,4.97,5.13,16.36,50.22,8.18
Thamnomanes caesius,Cinereous Antshrike,17.44,18.5,70.12,5.63,4.87,12.31,62.34,NA
Thamnomanes saturninus,Saturnine Antshrike,18.89,19.1,71.03,5.55,5.35,15.04,49.92,NA
Thamnomanes schistogynus,Bluish-slate Antshrike,17.58,17.62,68.74,5.23,4.76,11.89,61.82,NA
Thamnophilus aethiops,White-shouldered Antshrike,21.82,19.31,71.84,5.21,6.55,10.53,59.16,NA
Thamnophilus amazonicus,Amazonian Antshrike,20.12,20.04,69.93,5.26,5.86,8.94,59.24,NA
Thamnophilus ambiguus,Sooretama Slaty Antshrike,23.41,18.6,67.41,4.66,6.23,9.01,56.16,9.88
Thamnophilus aroyae,Upland Antshrike,22.8,18.43,64.48,4.81,5.74,12.01,54.62,10.35
Thamnophilus atrinucha,Western Slaty Antshrike,21.03,19.6,67.71,5.39,6.27,8.87,58.4,NA
Thamnophilus bernardi,Collared Antshrike,28.57,23.29,78.99,5.25,7.51,9.03,64.33,9.85
Thamnophilus bridgesi,Black-hooded Antshrike,22.15,28.48,73.25,6.11,6.78,8.13,72.95,NA
Thamnophilus caerulescens,Variable Antshrike,22.14,17.04,68.44,4.5,6.01,9.66,61.8,8.5
Thamnophilus cryptoleucus,Castelnau's Antshrike,25.65,24.35,76.55,5.79,6.97,9.57,60.65,12.7
Thamnophilus divisorius,Acre Antshrike,20.64,20.79,74.07,4.41,5.47,9.14,59.71,NA
Thamnophilus doliatus,Barred Antshrike,26.29,18.89,71.73,5.61,6.65,8.05,65.98,NA
Thamnophilus insignis,Streak-backed Antshrike,23.12,19,73.04,5.03,5.86,8.42,68.63,9.1
Thamnophilus melanonotus,Black-backed Antshrike,24.73,20.98,75.32,4.96,6.57,8.04,62.68,11.75
Thamnophilus melanothorax,Band-tailed Antshrike,24.87,23.35,78.11,5.82,7.16,6.89,69.21,NA
Thamnophilus multistriatus,Bar-crested Antshrike,25.14,19.93,71.08,5.63,6.04,7.05,66.04,NA
Thamnophilus murinus,Mouse-colored Antshrike,19.23,20.04,63.07,5.19,5.55,11.89,50.08,NA
Thamnophilus nigriceps,Black Antshrike,23.14,19.51,73.64,5.14,5.89,9.15,58.66,11.59
Thamnophilus nigrocinereus,Blackish-grey Antshrike,24.76,24.07,77.69,5.51,6.82,8.25,57.46,NA
Thamnophilus palliatus,Chestnut-backed Antshrike,23.46,20.82,69.91,5.68,5.89,7.6,66.28,NA
Thamnophilus pelzelni,Planalto Slaty Antshrike,21.67,16.58,68.5,4.34,6.2,8.56,58.02,NA
Thamnophilus praecox,Cocha Antshrike,24.05,20.5,75,5.28,6.2,22.82,63.8,11.5
Thamnophilus punctatus,Northern Slaty Antshrike,21.23,19.94,68.75,4.96,5.96,8.48,53.91,NA
Thamnophilus ruficapillus,Rufous-capped Antshrike,27.62,18.9,66.07,4.21,5.34,7.19,66.09,NA
Thamnophilus schistaceus,Plain-winged Antshrike,20.05,19.93,62.75,5.13,5.88,11.3,51.84,NA
Thamnophilus stictocephalus,Natterer's Slaty Antshrike,21.03,19.71,69.53,5.13,6.04,11.18,63.71,NA
Thamnophilus sticturus,Bolivian Slaty Antshrike,23.83,18.77,66.21,4.59,5.54,11.34,56.08,9.4
Thamnophilus tenuepunctatus,Lined Antshrike,23.58,19.98,69.09,5.69,5.82,6.56,61.7,NA
Thamnophilus torquatus,Rufous-winged Antshrike,23.29,18.27,59.29,4.31,5.55,8.94,56.82,NA
Thamnophilus unicolor,Uniform Antshrike,22.49,22.49,69.55,5,6.27,6.81,61.81,12.05
Thamnophilus zarumae,Chapman's Antshrike,25.31,19.1,67.28,5.1,5.62,8.83,64.96,9.82
Thripadectes flammulatus,Flammulated Treehunter,29.63,25.64,91.19,5.36,7.29,9.03,101.36,13.97
Thripadectes holostictus,Striped Treehunter,26.09,23.23,84.7,4.95,6.16,13.1,94,10.8
Thripadectes ignobilis,Uniform Treehunter,25.3,23.26,95.77,5.08,7.36,14.24,82.6,NA
Thripadectes melanorhynchus,Black-billed Treehunter,26.9,25.39,94.2,5.22,6.62,16.23,92.22,NA
Thripadectes rufobrunneus,Streak-breasted Treehunter,27.51,25.06,89.75,5.13,7,12.67,92.4,12
Thripadectes scrutator,Peruvian Treehunter,30.84,25.88,95.59,5.52,7.46,8.78,108.75,NA
Thripadectes virgaticeps,Streak-capped Treehunter,28.29,27.77,97.62,5.64,7.7,13.31,91.75,13.67
Thripophaga berlepschi,Russet-mantled Softtail,21.68,16.35,73.04,3.29,4.03,14.01,77.64,6.5
Thripophaga cherriei,Orinoco Softtail,18.36,15.33,65.2,3.24,4.18,13.11,66.09,NA
Thripophaga fusciceps,Plain Softtail,21.51,16.55,74.12,4.08,4.75,15.65,82.78,NA
Thripophaga macroura,Striated Softtail,20.65,18.34,78.87,3.89,4.51,15.77,82.7,NA
Tijuca atra,Black-and-gold Cotinga,29.62,27.35,145,8.5,9.28,20.23,115.5,17.27
Tijuca condita,Grey-winged Cotinga,25.7,18.7,121,5.6,6.9,14.1,105.4,11
Tityra cayana,Black-tailed Tityra,24.43,28.37,116.21,11.38,10.75,26,69.43,18.52
Tityra inquisitor,Black-crowned Tityra,21.3,26.45,105.83,11.62,9.46,26.45,64.96,15.72
Tityra semifasciata,Masked Tityra,25.06,28.02,119.55,10.9,11.12,25.03,73.86,18.99
Todirostrum chrysocrotaphum,Yellow-browed Tody-Flycatcher,15.88,13.98,40.52,5.75,3,18.07,28.84,NA
Todirostrum cinereum,Common Tody-Flycatcher,17.35,15.89,42.18,5.09,3.38,15.01,33.38,5.76
Todirostrum maculatum,Spotted Tody-Flycatcher,17.71,16.24,45.23,4.83,3.46,13.83,32.83,6
Todirostrum nigriceps,Black-headed Tody-Flycatcher,15.25,14.43,37.88,4.9,2.7,16.38,23.75,NA
Todirostrum pictum,Painted Tody-Flycatcher,16.4,13.4,42.1,5.9,3.35,15.15,33.35,6.5
Todirostrum poliocephalum,Yellow-lored Tody-Flycatcher,16.32,13.8,42.25,4.38,2.75,12.5,35,NA
Todirostrum viridanum,Maracaibo Tody-Flycatcher,17.5,16.8,44.5,4.8,3,11.9,28.5,6
Tolmomyias assimilis,Zimmer's Flatbill,17.98,15.9,63.56,5.67,3.76,15.86,52.19,NA
Tolmomyias flaviventris,Ochre-lored Flatbill,16.22,13.34,59.41,5.7,4.08,14.91,51.11,9.03
Tolmomyias poliocephalus,Grey-crowned Flatbill,16.15,12.68,54.65,5.12,3.84,14.88,45.9,NA
Tolmomyias sulphurescens,Yellow-olive Flatbill,16.97,13.59,62.77,5.38,4.33,14.64,55.26,NA
Tolmomyias traylori,Orange-eyed Flatbill,16.4,13.05,57.5,5.55,3.8,15.35,50.25,9.85
Tumbezia salvini,Tumbes Tyrant,18.45,14.47,67,4.6,3.68,18.65,61.5,7.45
Tyranneutes stolzmanni,Dwarf Tyrant-Manakin,11.7,10.37,47.55,3.7,3.18,28.96,23.13,6.7
Tyranneutes virescens,Tiny Tyrant-Manakin,11.53,11.22,49.75,3.98,3.52,30.9,19.75,5.92
Tyrannopsis sulphurea,Sulphury Flycatcher,20.88,21.18,105.25,8.3,6.33,16.27,75,NA
Tyrannulus elatus,Yellow-crowned Tyrannulet,12.78,8.48,46.2,3.15,3.02,19.1,39,6.2
Tyrannus albogularis,White-throated Kingbird,17.82,23.43,105.75,8.45,6.38,27.12,88.75,NA
Tyrannus caudifasciatus,Loggerhead Kingbird,21.84,29.44,105.5,9.19,7.64,23.09,84.35,14.5
Tyrannus couchii,Couch's Kingbird,19.3,25.95,116,10.38,7.9,26.62,90.5,NA
Tyrannus crassirostris,Thick-billed Kingbird,19.45,29.82,124.62,12.65,10.15,29.05,92.5,NA
Tyrannus cubensis,Giant Kingbird,21.9,36.6,131.75,14.35,11.9,25.1,92,17.35
Tyrannus dominicensis,Grey Kingbird,18.64,30.88,116.75,11.53,9.24,30.11,88.14,15.97
Tyrannus forficatus,Scissor-tailed Flycatcher,18.4,22.4,120,7.42,5.97,37.5,208.67,NA
Tyrannus melancholicus,Tropical Kingbird,16.93,24.16,104.58,9.78,7.32,23.74,85.95,13.85
Tyrannus niveigularis,Snowy-throated Kingbird,16.76,21.36,101.2,8.95,6.45,26.35,78.3,11.05
Tyrannus savana,Fork-tailed Flycatcher,17.58,20.11,106.1,6.47,6.2,32.04,213.9,11.95
Tyrannus tyrannus,Eastern Kingbird,18.47,22.16,115.29,7.65,6.77,32.92,80.67,13.5
Tyrannus verticalis,Western Kingbird,18.3,21.82,126.12,7.53,6.4,33.17,89.88,NA
Tyrannus vociferans,Cassin's Kingbird,19.02,23.98,129.75,8.18,6.85,31.85,88.5,NA
Upucerthia albigula,White-throated Earthcreeper,25.55,37.4,90.78,4.03,5.1,18.05,78,NA
Upucerthia dumetaria,Scaly-throated Earthcreeper,25.32,32.32,100.37,3.88,4.82,24.46,81.72,NA
Upucerthia saturatior,Forest Earthcreeper,23.57,32.1,97.14,4.07,4.84,23.16,80.75,NA
Upucerthia jelskii,Plain-breasted Earthcreeper,26.84,37.38,87.26,3.94,4.83,14.18,76.86,NA
Anairetes agilis,Agile Tit-Tyrant,18.32,11,57.38,3.6,2.92,10.83,66.67,NA
Anairetes agraphia,Unstreaked Tit-Tyrant,18.63,11.5,55.6,3.51,3.2,10.35,71.17,6.25
Dichropogon poecilinotus,Scale-backed Antbird,23.06,20.04,65.57,4.46,4.67,15.44,42.59,9.1
Dichropogon vidua,Xingu Scale-backed Antbird,22.75,17.46,64.48,4.83,4.68,12.48,40.93,7.71
Xenerpestes minlosi,Double-banded Greytail,14.55,13.5,54.3,3.27,3.6,20.07,49,NA
Xenerpestes singularis,Equatorial Greytail,15.54,12.9,56.06,2.97,3.27,18.73,48.86,7.65
Xenopipo atronitens,Black Manakin,14.68,14.3,69.75,4.55,4.2,17.93,43.75,9.38
Xenopipo uniformis,Olive Manakin,16.07,14.47,78,4.78,4.2,20.7,53,9.07
Xenops minutus,Plain Xenops,14.49,14.37,61.66,3.29,4.56,22.11,49.75,7.36
Xenops rutilans,Streaked Xenops,14.26,13.4,67.07,2.9,4.55,23.6,46.94,NA
Xenops tenuirostris,Slender-billed Xenops,13.32,12.78,61.11,2.85,3.74,23.3,39.2,NA
Xenopsaris albinucha,White-naped Xenopsaris,14.08,10.7,64.35,3.97,3.94,20.68,55.77,7.03
Xenornis setifrons,Speckled Antshrike,22.42,19.7,71.11,5.02,6.04,9.94,66.95,NA
Xenotriccus callizonus,Belted Flycatcher,18.73,13.02,59.25,4.72,3.35,14.38,63.25,7
Xenotriccus mexicanus,Pileated Flycatcher,18.95,15,65,5.45,3.8,15.32,65.75,8.7
Xiphocolaptes albicollis,White-throated Woodcreeper,31.3,50.73,128.26,7.66,10.71,14.06,119,NA
Xiphocolaptes falcirostris,Moustached Woodcreeper,30.79,49.84,128.87,7.27,9.63,12.22,116,NA
Xiphocolaptes major,Great Rufous Woodcreeper,34.13,57.26,147.22,8.41,10.9,15.61,116.6,NA
Xiphocolaptes promeropirhynchus,Strong-billed Woodcreeper,31.92,52,135.12,8.21,11.35,15.4,119.28,17.07
Xipholena atropurpurea,White-winged Cotinga,19.8,18.22,108.05,5.08,5.42,21.77,62.3,14.72
Xipholena lamellipennis,White-tailed Cotinga,21.4,19.73,108.75,6.25,5.38,17.23,73.25,15.77
